1224,88097.0
1807140,0.0
225057,5.0
225058,0.0
119977,67.0
33059,19.0
637389,7.0
160808,76.0
920,25.0
872330,15.0
930,65.0
225059,0.0
119979,0.0
929,70.0
28211,56060.0
204458,0.0
76892,238.0
76890,93.0
347481,28.0
1121022,19.0
76891,15.0
715226,5.0
78587,22.0
1282361,22.0
1282360,32.0
1282362,30.0
1282363,33.0
41275,40.0
1125965,15.0
370977,22.0
74311,25.0
293,8.0
1035191,1.0
751586,1.0
588932,15.0
172043,7.0
391600,8.0
1495854,7.0
74313,14.0
114552,0.0
213418,1.0
75,240.0
69395,93.0
88688,29.0
1144304,44.0
1094930,1.0
1157689,7.0
1157680,1.0
1157681,5.0
366602,47.0
1449049,37.0
1298862,19.0
155892,39.0
1292034,4.0
131546,0.0
158749,1.0
20,0.0
284016,129.0
81440,0.0
1382303,43.0
240236,0.0
240237,10.0
47925,0.0
91750,1.0
710794,1.0
710798,1.0
710799,3.0
710800,1.0
710801,1.0
710802,1.0
710804,9.0
710808,20.0
710809,9.0
1240598,1.0
1921002,0.0
1777752,0.0
84646,0.0
84647,9.0
1521255,0.0
91604,3.0
244582,8.0
44746,0.0
44747,1.0
431043,1.0
49893,1.0
1169117,1.0
1321371,1.0
204454,2.0
86106,1.0
1921007,0.0
28905,0.0
244581,5.0
597358,0.0
597359,0.0
454159,0.0
454162,29.0
362534,0.0
1331809,0.0
288021,0.0
288022,28.0
1191478,0.0
1191479,0.0
162171,0.0
1124597,98.0
255473,0.0
255474,0.0
208215,2.0
208216,24.0
1247963,18.0
54526,14.0
1655514,0.0
198251,1.0
1002672,3.0
198252,11.0
314261,1.0
1655516,0.0
684719,1.0
859653,3.0
744985,11.0
939306,7.0
939316,4.0
939324,1.0
939346,6.0
356,30236.0
255475,8.0
182269,22.0
182270,13.0
651183,13.0
287752,27.0
414371,2.0
370622,25.0
401562,27.0
217510,0.0
217511,9.0
314231,5.0
293088,5.0
293089,34.0
686597,24.0
772,0.0
773,37.0
52764,1.0
388640,3.0
774,0.0
1293911,1.0
111504,0.0
1094552,1.0
807,1.0
33045,2.0
92181,1.0
803,2.0
481139,1.0
165694,0.0
687861,1.0
545617,1.0
1094755,2.0
373638,4.0
33046,2.0
186739,2.0
104107,0.0
104108,1.0
45404,178.0
532,10.0
533,76.0
231434,39.0
313408,0.0
313409,1.0
28209,0.0
1211115,157.0
184923,33.0
133552,179.0
663610,119.0
120652,0.0
371856,0.0
371857,1.0
199596,97.0
1143004,0.0
876270,159.0
41294,43551.0
1033,493.0
151414,257.0
56946,218.0
1034,60.0
883079,22.0
1035,178.0
883080,60.0
666684,97.0
1320552,1.0
1297860,2.0
1293051,2.0
1429916,526.0
85413,50.0
1125973,270.0
1502851,138.0
1510531,95.0
374,33464.0
1355477,102.0
754504,50.0
224911,1.0
29448,1802.0
375,1274.0
476282,95.0
1037409,5.0
43992,44.0
136996,1.0
44255,97.0
1245469,1.0
376,2.0
196490,262.0
1040989,502.0
288000,166.0
353499,1.0
741670,1.0
455353,25.0
1128179,11.0
1128180,21.0
502063,12.0
1128178,60.0
1223566,62.0
443598,150.0
1230476,163.0
1126627,91.0
189753,376.0
1094929,561.0
1268345,9.0
1268334,50.0
722413,2.0
1297865,47.0
114615,63.0
115808,63.0
566679,62.0
335659,71.0
1005742,1.0
559984,1.0
551936,75.0
551947,415.0
172088,321.0
113395,571.0
1298867,1041.0
1380352,51.0
1380355,2860.0
319003,94.0
754500,100.0
318996,89.0
1188263,125.0
1038866,68.0
1038867,145.0
1040988,72.0
319017,98.0
1144344,68.0
108015,116.0
129633,0.0
199684,2.0
911,156.0
155910,0.0
155911,6.0
912,391.0
323097,5.0
314253,264.0
913,172.0
40136,0.0
390642,0.0
390643,15.0
40137,142.0
1073,331.0
223186,0.0
223187,14.0
1076,2010.0
316056,5.0
316057,2.0
258594,93.0
395960,2.0
999699,1.0
95607,211.0
690086,0.0
552063,97.0
81426,0.0
709797,70.0
118882,57.0
234,51.0
235,0.0
1160187,1.0
1408184,1.0
575591,1.0
1218315,1.0
29459,3.0
644337,0.0
224914,1.0
1160215,1.0
120576,0.0
520463,1.0
29461,0.0
1567496,0.0
520487,4.0
1567501,0.0
520488,18.0
528,17.0
529,21.0
94625,5.0
1337887,3.0
641118,4.0
571254,14.0
360313,2.0
1390361,1.0
354349,0.0
1201036,8.0
57702,0.0
710780,12.0
45401,283.0
1121251,0.0
1121252,39.0
46913,380.0
408174,1.0
46914,82.0
1535287,10.0
1380412,32.0
1502724,72.0
81,805.0
194372,0.0
194373,11.0
53399,404.0
1427356,95.0
1112272,8.0
717785,86.0
48292,248.0
623276,0.0
454601,34.0
1082930,0.0
531813,43.0
1068,157.0
1202716,25.0
858455,6.0
1069,42.0
29407,0.0
200616,1.0
119045,48.0
356797,0.0
217219,15.0
407,428.0
129670,0.0
157278,2.0
578822,0.0
408,73.0
272630,1.0
661410,16.0
39956,39.0
908290,26.0
114616,133.0
334852,0.0
693986,35.0
223967,17.0
31998,6.0
1101191,8.0
1172187,8.0
426117,14.0
1101192,27.0
1131813,19.0
1305730,8.0
1096546,34.0
1166158,15.0
648885,21.0
398261,20.0
186650,170.0
217168,43.0
864069,90.0
420324,197.0
1549810,64.0
31993,159.0
133,134.0
134,59.0
173366,107.0
622637,161.0
107633,11.0
743836,24.0
187303,82.0
61653,59.0
1120792,74.0
1101190,78.0
425,52.0
107635,30.0
136993,29.0
107636,58.0
426,89.0
261933,555.0
257440,125.0
261934,403.0
196080,0.0
64973,19.0
69277,266.0
610116,0.0
1381123,34.0
31988,0.0
1072665,1.0
1271879,2.0
935261,28.0
69278,0.0
69279,55.0
449972,11.0
266779,90.0
935840,70.0
274591,4.0
244596,13.0
411684,1.0
1116369,33.0
1547437,43.0
68287,1273.0
475067,69.0
1107882,36.0
71433,24.0
1082933,9.0
536018,5.0
754035,2.0
39645,47.0
28104,4.0
763057,11.0
381,130.0
935546,1.0
935547,3.0
489722,108.0
1297569,27.0
593909,6.0
536019,5.0
69974,49.0
1287074,5.0
1287085,8.0
1287086,1.0
1287089,7.0
1287094,4.0
1287100,3.0
1287105,10.0
1287106,13.0
1287116,4.0
1287117,5.0
1287120,5.0
1287182,36.0
1287226,8.0
1287232,7.0
1287233,3.0
1287240,5.0
1287243,20.0
1287252,32.0
1287256,3.0
1287258,6.0
1287268,5.0
1287270,6.0
1287273,3.0
1287274,5.0
1287275,7.0
1287277,3.0
1287280,2.0
1287281,8.0
1287285,2.0
1287287,2.0
1287292,38.0
1287294,6.0
1287296,2.0
1287298,2.0
1287308,2.0
1287321,12.0
1287322,3.0
1287325,3.0
1287334,9.0
1287336,15.0
1287338,6.0
1380604,1.0
1505932,24.0
1505933,35.0
1505946,9.0
1297570,57.0
1298858,16.0
1380351,4.0
1380350,15.0
1040985,11.0
1040986,19.0
1040987,9.0
245876,16.0
204799,18.0
1189611,3.0
472175,24.0
721133,24.0
1231190,6.0
1231180,13.0
391937,7.0
28100,8.0
1449065,22.0
1144343,28.0
93368,0.0
93369,34.0
1192868,1.0
82115,405.0
166953,173.0
166954,73.0
363259,74.0
34019,0.0
309868,3.0
556287,3.0
1273132,3.0
227290,292.0
357,25.0
147266,4.0
1156935,5.0
160699,9.0
359,37.0
1220581,4.0
28099,0.0
1220582,5.0
1279031,4.0
82789,2.0
861208,6.0
1183400,2.0
358,30.0
1082932,4.0
1050720,1.0
1281779,2.0
373,24.0
1525371,0.0
399,7.0
323656,0.0
1028801,5.0
323655,0.0
1028800,13.0
379,470.0
129696,0.0
155567,5.0
492774,11.0
29449,27.0
323733,0.0
1432050,4.0
147700,0.0
1432049,2.0
993047,11.0
348824,18.0
1353277,8.0
363754,5.0
56730,8.0
142627,0.0
1418105,4.0
56731,16.0
1120045,6.0
990285,6.0
384,137.0
385,0.0
1408223,3.0
386,0.0
1033991,5.0
754523,12.0
754522,2.0
754762,2.0
